UTC_time,LAT,LON,chla
01-Jan-2011 00:00:00,33.9375,-120.7292,NaN
02-Jan-2011 00:00:00,33.9375,-120.7292,0.309484243392944
03-Jan-2011 00:00:00,33.9375,-120.7292,NaN
04-Jan-2011 00:00:00,33.9375,-120.7292,0.432395160198212
05-Jan-2011 00:00:00,33.9375,-120.7292,0.459201127290726
06-Jan-2011 00:00:00,33.9375,-120.7292,NaN
07-Jan-2011 00:00:00,33.9375,-120.7292,0.413804918527603
08-Jan-2011 00:00:00,33.9375,-120.7292,NaN
09-Jan-2011 00:00:00,33.9375,-120.7292,NaN
10-Jan-2011 00:00:00,33.9375,-120.7292,0.545941770076752
11-Jan-2011 00:00:00,33.9375,-120.7292,NaN
12-Jan-2011 00:00:00,33.9375,-120.7292,0.622418999671936
13-Jan-2011 00:00:00,33.9375,-120.7292,NaN
14-Jan-2011 00:00:00,33.9375,-120.7292,0.58289098739624
15-Jan-2011 00:00:00,33.9375,-120.7292,0.435958176851273
16-Jan-2011 00:00:00,33.9375,-120.7292,0.452955842018127
17-Jan-2011 00:00:00,33.9375,-120.7292,0.541014611721039
18-Jan-2011 00:00:00,33.9375,-120.7292,1.95091617107391
19-Jan-2011 00:00:00,33.9375,-120.7292,NaN
20-Jan-2011 00:00:00,33.9375,-120.7292,1.51178622245789
21-Jan-2011 00:00:00,33.9375,-120.7292,1.53991961479187
22-Jan-2011 00:00:00,33.9375,-120.7292,NaN
23-Jan-2011 00:00:00,33.9375,-120.7292,1.31673002243042
24-Jan-2011 00:00:00,33.9375,-120.7292,2.4802029132843
25-Jan-2011 00:00:00,33.9375,-120.7292,1.59282672405243
26-Jan-2011 00:00:00,33.9375,-120.7292,1.70970833301544
27-Jan-2011 00:00:00,33.9375,-120.7292,1.65443015098572
28-Jan-2011 00:00:00,33.9375,-120.7292,NaN
29-Jan-2011 00:00:00,33.9375,-120.7292,NaN
30-Jan-2011 00:00:00,33.9375,-120.7292,NaN
31-Jan-2011 00:00:00,33.9375,-120.7292,NaN
01-Feb-2011 00:00:00,33.9375,-120.7292,0.609951078891754
02-Feb-2011 00:00:00,33.9375,-120.7292,0.572812616825104
03-Feb-2011 00:00:00,33.9375,-120.7292,0.509032547473907
04-Feb-2011 00:00:00,33.9375,-120.7292,0.450571149587631
05-Feb-2011 00:00:00,33.9375,-120.7292,0.646987855434418
06-Feb-2011 00:00:00,33.9375,-120.7292,0.326113253831863
07-Feb-2011 00:00:00,33.9375,-120.7292,0.455237060785294
08-Feb-2011 00:00:00,33.9375,-120.7292,0.690158009529114
09-Feb-2011 00:00:00,33.9375,-120.7292,0.705062508583069
10-Feb-2011 00:00:00,33.9375,-120.7292,0.408379673957825
11-Feb-2011 00:00:00,33.9375,-120.7292,0.450225979089737
12-Feb-2011 00:00:00,33.9375,-120.7292,0.520458459854126
13-Feb-2011 00:00:00,33.9375,-120.7292,NaN
14-Feb-2011 00:00:00,33.9375,-120.7292,0.675237655639648
15-Feb-2011 00:00:00,33.9375,-120.7292,0.786663711071014
16-Feb-2011 00:00:00,33.9375,-120.7292,NaN
17-Feb-2011 00:00:00,33.9375,-120.7292,0.557129561901093
18-Feb-2011 00:00:00,33.9375,-120.7292,NaN
19-Feb-2011 00:00:00,33.9375,-120.7292,NaN
20-Feb-2011 00:00:00,33.9375,-120.7292,0.554271042346954
21-Feb-2011 00:00:00,33.9375,-120.7292,0.452460646629333
22-Feb-2011 00:00:00,33.9375,-120.7292,0.449450880289078
23-Feb-2011 00:00:00,33.9375,-120.7292,NaN
24-Feb-2011 00:00:00,33.9375,-120.7292,NaN
25-Feb-2011 00:00:00,33.9375,-120.7292,NaN
26-Feb-2011 00:00:00,33.9375,-120.7292,NaN
27-Feb-2011 00:00:00,33.9375,-120.7292,0.652393519878387
28-Feb-2011 00:00:00,33.9375,-120.7292,0.566801369190216
01-Mar-2011 00:00:00,33.9375,-120.7292,0.655019164085388
02-Mar-2011 00:00:00,33.9375,-120.7292,NaN
03-Mar-2011 00:00:00,33.9375,-120.7292,NaN
04-Mar-2011 00:00:00,33.9375,-120.7292,NaN
05-Mar-2011 00:00:00,33.9375,-120.7292,NaN
06-Mar-2011 00:00:00,33.9375,-120.7292,NaN
07-Mar-2011 00:00:00,33.9375,-120.7292,NaN
08-Mar-2011 00:00:00,33.9375,-120.7292,0.573047697544098
09-Mar-2011 00:00:00,33.9375,-120.7292,0.543866217136383
10-Mar-2011 00:00:00,33.9375,-120.7292,0.669236242771149
11-Mar-2011 00:00:00,33.9375,-120.7292,NaN
12-Mar-2011 00:00:00,33.9375,-120.7292,0.667618095874786
13-Mar-2011 00:00:00,33.9375,-120.7292,NaN
14-Mar-2011 00:00:00,33.9375,-120.7292,0.623627901077271
15-Mar-2011 00:00:00,33.9375,-120.7292,NaN
16-Mar-2011 00:00:00,33.9375,-120.7292,NaN
17-Mar-2011 00:00:00,33.9375,-120.7292,NaN
18-Mar-2011 00:00:00,33.9375,-120.7292,NaN
19-Mar-2011 00:00:00,33.9375,-120.7292,NaN
20-Mar-2011 00:00:00,33.9375,-120.7292,NaN
21-Mar-2011 00:00:00,33.9375,-120.7292,NaN
22-Mar-2011 00:00:00,33.9375,-120.7292,0.400657027959824
23-Mar-2011 00:00:00,33.9375,-120.7292,NaN
24-Mar-2011 00:00:00,33.9375,-120.7292,NaN
25-Mar-2011 00:00:00,33.9375,-120.7292,0.426123768091202
26-Mar-2011 00:00:00,33.9375,-120.7292,NaN
27-Mar-2011 00:00:00,33.9375,-120.7292,0.398451775312424
28-Mar-2011 00:00:00,33.9375,-120.7292,0.439181953668594
29-Mar-2011 00:00:00,33.9375,-120.7292,NaN
30-Mar-2011 00:00:00,33.9375,-120.7292,NaN
31-Mar-2011 00:00:00,33.9375,-120.7292,0.68116170167923
01-Apr-2011 00:00:00,33.9375,-120.7292,1.45116651058197
02-Apr-2011 00:00:00,33.9375,-120.7292,NaN
03-Apr-2011 00:00:00,33.9375,-120.7292,NaN
04-Apr-2011 00:00:00,33.9375,-120.7292,1.42732810974121
05-Apr-2011 00:00:00,33.9375,-120.7292,NaN
06-Apr-2011 00:00:00,33.9375,-120.7292,NaN
07-Apr-2011 00:00:00,33.9375,-120.7292,NaN
08-Apr-2011 00:00:00,33.9375,-120.7292,NaN
09-Apr-2011 00:00:00,33.9375,-120.7292,NaN
10-Apr-2011 00:00:00,33.9375,-120.7292,0.758470416069031
11-Apr-2011 00:00:00,33.9375,-120.7292,0.584363222122192
12-Apr-2011 00:00:00,33.9375,-120.7292,NaN
13-Apr-2011 00:00:00,33.9375,-120.7292,NaN
14-Apr-2011 00:00:00,33.9375,-120.7292,NaN
15-Apr-2011 00:00:00,33.9375,-120.7292,0.366775125265121
16-Apr-2011 00:00:00,33.9375,-120.7292,0.514488041400909
17-Apr-2011 00:00:00,33.9375,-120.7292,NaN
18-Apr-2011 00:00:00,33.9375,-120.7292,NaN
19-Apr-2011 00:00:00,33.9375,-120.7292,NaN
20-Apr-2011 00:00:00,33.9375,-120.7292,0.21741159260273
21-Apr-2011 00:00:00,33.9375,-120.7292,0.28018656373024
22-Apr-2011 00:00:00,33.9375,-120.7292,NaN
23-Apr-2011 00:00:00,33.9375,-120.7292,NaN
24-Apr-2011 00:00:00,33.9375,-120.7292,NaN
25-Apr-2011 00:00:00,33.9375,-120.7292,NaN
26-Apr-2011 00:00:00,33.9375,-120.7292,0.333209306001663
27-Apr-2011 00:00:00,33.9375,-120.7292,0.366564482450485
28-Apr-2011 00:00:00,33.9375,-120.7292,0.429720222949982
29-Apr-2011 00:00:00,33.9375,-120.7292,0.844923257827759
30-Apr-2011 00:00:00,33.9375,-120.7292,NaN
01-May-2011 00:00:00,33.9375,-120.7292,NaN
02-May-2011 00:00:00,33.9375,-120.7292,0.483903139829636
03-May-2011 00:00:00,33.9375,-120.7292,NaN
04-May-2011 00:00:00,33.9375,-120.7292,0.535710692405701
05-May-2011 00:00:00,33.9375,-120.7292,NaN
06-May-2011 00:00:00,33.9375,-120.7292,NaN
07-May-2011 00:00:00,33.9375,-120.7292,NaN
08-May-2011 00:00:00,33.9375,-120.7292,NaN
09-May-2011 00:00:00,33.9375,-120.7292,NaN
10-May-2011 00:00:00,33.9375,-120.7292,NaN
11-May-2011 00:00:00,33.9375,-120.7292,NaN
12-May-2011 00:00:00,33.9375,-120.7292,NaN
13-May-2011 00:00:00,33.9375,-120.7292,NaN
14-May-2011 00:00:00,33.9375,-120.7292,NaN
15-May-2011 00:00:00,33.9375,-120.7292,0.281190544366837
16-May-2011 00:00:00,33.9375,-120.7292,NaN
17-May-2011 00:00:00,33.9375,-120.7292,NaN
18-May-2011 00:00:00,33.9375,-120.7292,0.564830541610718
19-May-2011 00:00:00,33.9375,-120.7292,NaN
20-May-2011 00:00:00,33.9375,-120.7292,NaN
21-May-2011 00:00:00,33.9375,-120.7292,0.334833770990372
22-May-2011 00:00:00,33.9375,-120.7292,NaN
23-May-2011 00:00:00,33.9375,-120.7292,NaN
24-May-2011 00:00:00,33.9375,-120.7292,0.295662999153137
