"","year","lat","lon","temp_2","temp_100"
"1",2011,37.6583,-123.0417,10.8392421266307,8.47383860919782
"2",2012,37.6583,-123.0417,9.92293405532832,8.13211630738295
"3",2013,37.6583,-123.0417,10.9155186777529,8.37539439615992
"4",2015,37.6583,-123.0417,11.2216511601987,7.73842515116148
"5",2016,37.6583,-123.0417,11.6230583605558,8.28148824235663
"6",2017,37.6583,-123.0417,11.0035130252008,8.24940426453296
"7",2018,37.6583,-123.0417,11.3586336633433,8.84679597357041
