"","year","lat","lon","temp_2"
"1",2011,38.4667,-123.2676,9.41564733049139
"2",2012,38.4667,-123.2676,8.34961649645925
"3",2013,38.4667,-123.2676,8.70277095877601
"4",2015,38.4667,-123.2676,9.1241117664005
"5",2016,38.4667,-123.2676,8.75278805649794
"6",2017,38.4667,-123.2676,9.12295992478076
"7",2018,38.4667,-123.2676,9.86987984698747
