"","year","lat","lon","temp_2"
"1",2011,37.7917,-122.8667,10.4801590546317
"2",2012,37.7917,-122.8667,9.69078403970465
"3",2013,37.7917,-122.8667,10.567718360735
"4",2015,37.7917,-122.8667,10.8655694049337
"5",2016,37.7917,-122.8667,11.131799718608
"6",2017,37.7917,-122.8667,10.7275908718938
"7",2018,37.7917,-122.8667,10.9189154790795
