"","year","lat","lon","temp_2","temp_100"
"1",2011,36.9833,-122.7583,11.7841737788656,9.12324936493579
"2",2012,36.9833,-122.7583,11.2868694015171,8.51327528124266
"3",2013,36.9833,-122.7583,12.2661298254261,9.08925211947893
"4",2015,36.9833,-122.7583,12.8992353107618,9.0281849218451
"5",2016,36.9833,-122.7583,13.1152067391768,9.25134646374242
"6",2017,36.9833,-122.7583,12.3340571859608,9.0136248754418
"7",2018,36.9833,-122.7583,12.4347400457962,8.94669636436126
