"","year","lat","lon","temp_2"
"1",2011,36.655,-121.9467,11.7829379413438
"2",2012,36.655,-121.9467,11.7382073195084
"3",2013,36.655,-121.9467,12.791289827098
"4",2015,36.655,-121.9467,13.5213865197223
"5",2016,36.655,-121.9467,13.9599873294001
"6",2017,36.655,-121.9467,13.3828619666721
"7",2018,36.655,-121.9467,13.4206414430037
