"","year","lat","lon","temp_2","temp_100"
"1",2015,35.7033,-121.43,11.9099118398583,8.40953739829681
"2",2016,35.7033,-121.43,12.6163843403691,9.09023363693896
"3",2017,35.7033,-121.43,11.4025881186775,9.10224259417986
"4",2018,35.7033,-121.43,11.3607149538786,8.66188516824137
