"","year","lat","lon","temp_2","temp_100"
"1",2011,38.1667,-123.4833,10.5589079442231,8.96654305250744
"2",2012,38.1667,-123.4833,9.69654249108351,7.77245306968685
"3",2013,38.1667,-123.4833,10.7160214963166,8.30033950183698
"4",2015,38.1667,-123.4833,10.6260580394579,8.31294891108633
"5",2016,38.1667,-123.4833,11.4831968183102,8.02110598398287
"6",2017,38.1667,-123.4833,10.5130853445633,8.35190320014949
"7",2018,38.1667,-123.4833,11.7021792245947,9.21763619132659
