"","year","lat","lon","temp_2","temp_100"
"1",2011,35,-121.1167,12.0044199694757,9.1412525798963
"2",2012,35,-121.1167,11.6895098064256,8.30019881414326
"3",2013,35,-121.1167,13.3782416633937,8.96795245875478
"4",2015,35,-121.1167,13.5273391267527,8.97184975250903
"5",2016,35,-121.1167,13.1478787505108,8.84021611835641
"6",2017,35,-121.1167,12.5999991790108,8.93033297165576
"7",2018,35,-121.1167,12.4034064127051,8.94945107335625
