"","year","lat","lon","temp_2","temp_100"
"1",2011,37.275,-122.6273,11.2268170895783,8.26920079148329
"2",2012,37.275,-122.6273,10.7992794617362,7.75853123872172
"3",2013,37.275,-122.6273,11.6757501519244,8.53031916203702
"4",2015,37.275,-122.6273,12.1708315559055,7.72671025732285
"5",2016,37.275,-122.6273,12.4678721013276,8.90405211241344
"6",2017,37.275,-122.6273,11.9238083466239,7.89225162630491
"7",2018,37.275,-122.6273,11.6526376682779,8.88621616363521
