"","year","lat","lon","temp_2","temp_100"
"1",2011,33.3833,-119.7633,13.6271536039269,8.974086937697
"2",2012,33.3833,-119.7633,14.0723239442576,8.99150628628934
"3",2013,33.3833,-119.7633,15.0242047931837,8.43311473597646
"4",2015,33.3833,-119.7633,15.3782694443412,9.00184365977407
"5",2016,33.3833,-119.7633,15.62724463836,9.28070638490755
"6",2017,33.3833,-119.7633,14.3964642441791,8.81350058058029
"7",2018,33.3833,-119.7633,14.3055186686308,8.76299201923863
