"","year","lat","lon","temp_2"
"1",2011,36.7667,-121.8667,11.4197599576867
"2",2012,36.7667,-121.8667,11.1511509314827
"3",2013,36.7667,-121.8667,12.0579439453456
"4",2015,36.7667,-121.8667,12.7392146276391
"5",2016,36.7667,-121.8667,12.9437202163364
"6",2017,36.7667,-121.8667,12.4112836588984
"7",2018,36.7667,-121.8667,12.3226424092831
