"","year","lat","lon","temp_2","temp_100"
"1",2011,33.9183,-120.7117,12.8247900009155,9.59705230464102
"2",2012,33.9183,-120.7117,12.5445096596427,9.40279534588685
"3",2013,33.9183,-120.7117,13.8087075482244,8.96783280372615
"4",2015,33.9183,-120.7117,14.3739577998285,9.16204855753023
"5",2016,33.9183,-120.7117,14.5982278118962,9.41306014682931
"6",2017,33.9183,-120.7117,13.3393406246019,8.97161861087961
"7",2018,33.9183,-120.7117,13.431582202082,9.60037109126211
