"","region","shore","[10-11)","[11-12)","[12-13)","[13-14)","[14-15)","[15-16)","[16-17)","[17-18)","[18-19)","[19-20)","[20-21)","[21-22)","[22-23)","[23-24)","[24-25)","[25-26)","[26-27)","[27-28)","[28-29)","[29-30)","[31-32)","total"
"1","north","offshore",0.0010752688172043,0.0043010752688172,0.0010752688172043,0.0021505376344086,0.0118279569892473,0.0139784946236559,0.0397849462365591,0.0548387096774194,0.0774193548387097,0.136559139784946,0.182795698924731,0.156989247311828,0.143010752688172,0.0870967741935484,0.0419354838709677,0.0236559139784946,0.0129032258064516,0.00752688172043011,0.0010752688172043,NA,NA,1
"2","north","onshore",NA,NA,NA,0.00196463654223969,0.00982318271119843,0.00785854616895874,0.031434184675835,0.0451866404715128,0.117878192534381,0.119842829076621,0.214145383104126,0.163064833005894,0.129666011787819,0.0805500982318271,0.0491159135559921,0.0157170923379175,0.0117878192534381,0.00196463654223969,NA,NA,NA,1
"3","north_central","offshore",NA,NA,0.00152322924600152,0.00152322924600152,NA,0.00685453160700685,0.0228484386900229,0.0403655750190404,0.0647372429550647,0.095963442498096,0.170601675552171,0.185072353389185,0.172886519421173,0.118811881188119,0.0685453160700685,0.0274181264280274,0.0137090632140137,0.00609291698400609,0.000761614623000762,0.00228484386900229,NA,1
"4","north_central","onshore",NA,0.00168067226890756,0.00168067226890756,0.00336134453781513,0.0100840336134454,0.0168067226890756,0.00840336134453781,0.0117647058823529,0.0403361344537815,0.0672268907563025,0.127731092436975,0.189915966386555,0.178151260504202,0.149579831932773,0.100840336134454,0.0521008403361345,0.0218487394957983,0.0117647058823529,0.00336134453781513,0.00336134453781513,NA,1
"5","central","offshore",NA,0.00174216027874564,0.00348432055749129,0.00871080139372822,0.00348432055749129,0.0104529616724739,0.0191637630662021,0.0487804878048781,0.0766550522648084,0.10801393728223,0.144599303135889,0.14808362369338,0.170731707317073,0.113240418118467,0.0836236933797909,0.0313588850174216,0.0139372822299652,0.00696864111498258,0.00522648083623693,0.00174216027874564,NA,1
"6","central","onshore",0.0037037037037037,0.00123456790123457,0.0037037037037037,0.00246913580246914,0.00864197530864197,0.00987654320987654,0.00987654320987654,0.0234567901234568,0.0493827160493827,0.0777777777777778,0.128395061728395,0.185185185185185,0.172839506172839,0.148148148148148,0.0888888888888889,0.0493827160493827,0.0259259259259259,0.00864197530864197,0.00246913580246914,NA,NA,1
"7","south","offshore",NA,0.00147710487444609,0.0147710487444609,0.0162481536189069,0.0221565731166913,0.0428360413589365,0.0324963072378139,0.0590841949778434,0.0709010339734121,0.103397341211226,0.150664697193501,0.162481536189069,0.140324963072378,0.0915805022156573,0.0620384047267356,0.0251107828655835,0.00295420974889217,NA,NA,NA,1,1
"8","south","onshore",0.003003003003003,0.0015015015015015,0.0015015015015015,0.00750750750750751,0.0165165165165165,0.018018018018018,0.015015015015015,0.0435435435435435,0.0525525525525526,0.0840840840840841,0.0900900900900901,0.162162162162162,0.144144144144144,0.15015015015015,0.105105105105105,0.0540540540540541,0.0225225225225225,0.012012012012012,0.0135135135135135,0.0015015015015015,1,1
