station_id,sensor_id,"latitude (degree)","longitude (degree)",date_time,"http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -150.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -40.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -80.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -2.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -10.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -20.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -200.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -60.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -100.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -250.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -5.0 m)"
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-19T00:00:00Z,51.35950832366933,56.36325893402096,54.5302656173705,56.78415889739978,57.14341011047355,56.880045509338345,49.56288490295401,55.65837783813464,53.58172492980947,47.96675853729238,57.03637580871572
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-20T00:00:00Z,50.06821479797355,56.61130104064938,54.190568351745526,57.51104526519765,57.398945236205975,56.84419746398913,48.14937019348139,55.742771720886196,52.56608695983874,46.960441780090264,57.684565734863156
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-21T00:00:00Z,50.25178260803216,56.68565444946279,53.83091888427731,57.09496555328366,57.088020133972066,57.07215175628659,48.4060760498046,55.29193401336664,52.75056629180898,47.144440460204976,57.094692611694256
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-22T00:00:00Z,50.273381042480366,56.31704254150378,54.349770545959416,56.770269775390545,56.77016677856437,56.75874443054187,48.28518695831292,55.257145118713254,52.9804723739623,46.75591583251946,56.7733768463134
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-23T00:00:00Z,50.160099983215275,56.18037605285639,53.790305519103924,57.072592926025266,57.07300319671623,57.0618932723998,48.06240310668937,55.01340656280507,52.54693813323962,46.723236656188874,57.07553691864001
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-24T00:00:00Z,50.27631473541254,55.95988044738766,54.766540336608784,56.0710603713988,56.07582912445065,56.07700328826894,48.02295017242426,55.43063812255849,53.48188323974597,46.56887702941884,56.07484893798818
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-25T00:00:00Z,50.23352470397941,55.811197662353436,54.12822608947744,55.80906906127922,55.81289539337155,55.814692687988156,48.120139694213776,55.15040950775136,52.914897727966206,46.471471214294354,55.81220016479489
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-26T00:00:00Z,49.56327800750722,55.309627151489224,53.368945503234784,55.894640541076626,55.89403629302973,55.878360176086346,47.50283851623527,54.24941215515133,52.38423748016345,46.160469722747735,55.89617176055896
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-27T00:00:00Z,49.198571395873955,55.29476985931393,53.027416610717694,56.235984039306516,56.236119651794354,56.21931571960437,47.346286773681584,54.10368709564199,51.910936164855855,46.08715057373041,56.236929893493596
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-01-28T00:00:00Z,49.073886871337834,55.21232433319079,53.25757503509516,55.88246974945065,55.83250942230217,55.74050750732414,47.04377822875966,54.41457099914538,51.9595575332641,46.19802150726309,55.88100891113271
